Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
New Dialogue Database,,,,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Conversations
ID,Title,Description,Actor,Conversant,Overrides
71,M38.2 - Art - Emma - Asks What Luis Said ,Emma asks player what Luis said,11,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
72,M39.1 - Art - Teacher - Asks to See Sofia and Jason,Teacher asks to see Sofia and Jason,12,5,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
73,M39.2 - Art - Sofia - Bad Grade,Sofia says she got a bad grade,5,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
74,M6 - Art - Zoe - Min Cheated,Zoe tells the player that Min cheated.,14,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
75,M12.1 - Art - Jason - Behind on Work,Teacher tells Jason he's behind on work. ,12,6,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
76,M12.2 - Art - Jason - Returns to Table Sadly,Jason returns to the table. ,6,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
77,M12.3 - Art - Teacher - 10 Seconds Left,Teacher warns player about limited time. ,12,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
78,M12.4 - Art - Teacher - Go to Gym,Teacher tells player to go to the gym,12,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
79,M12.5 - Art - Teacher - Go to Gym Reminder,Teacher reminds player to go to gym.,12,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
80,M9.1 - Art - Luis - Where's the Bathroom,Luis asks player where the bathroom is.,4,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
81,M9.2 - Art - Teacher - Go to Gym 2,Teacher reminds player to go to the gym.,12,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
82,M5.1 - Bus - Coach - Get in Line,Coach tells player to get in line. ,13,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
83,M5.2 - Bus - Min - Exclude Sofia,Min suggests leaving Sofia out of basketball. ,3,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
84,M23 - Bus - Jason - Struggling on Bus,Jason has trouble boarding the bus,6,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
85,M35 - Bus - Kayla - Nowhere to Sit,Kayla can't find a bus seat. ,10,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
86,Outro - Bus - Coach - See You Tomorrow,Coach says goodbye,13,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
DialogueEntries
entrytag,ConvID,ID,Actor,Conversant,Title,MenuText,DialogueText,IsGroup,FalseConditionAction,ConditionPriority,Conditions,Script,Sequence,Description,Response Menu Sequence,EventGuid,canvasRect
Text,Number,Number,Number,Number,Text,Text,Text,Boolean,Special,Special,Text,Text,Text,Text,Text,Text,Text
1_Emma_0,1,0,11,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},504;72
1_Player_1,1,1,1,11,,"Say, ""You can share a locker with me.""",You can share a locker with me.,False,Block,Normal,,,,,{{omit}},{{omit}},312;241.1765
1_Player_2,1,2,1,11,OnTimeout,Don't say anything; someone else might offer to share so that you don't have to.,,False,Block,Normal,,,,,{{omit}},{{omit}},96;240
1_Player_3,1,3,1,11,,"Say, “Maybe you can ask the coach where to put your things.”",Maybe you can ask the coach where to put your things.,False,Block,Normal,,,,,{{omit}},{{omit}},529.1765;238.8235
1_Player_4,1,4,1,-1,,"Say, ""Uh, my locker is full...""","Uh, my locker is full...",False,Block,Normal,,,,,{{omit}},{{omit}},744;240
1_Emma_9,1,9,11,1,,,Thanks!,False,Block,Normal,,,,,{{omit}},{{omit}},312;312
1_Emma_10,1,10,11,1,,,Aw man! There aren't any more lockers left!,False,Block,Normal,,,,,{{omit}},{{omit}},504;144
2_Coach_0,2,0,13,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},576;43
2_Coach_1,2,1,13,1,,,"Today we’re going to divide into two teams and play a game of basketball. Take some time to warm up first, before I put you into teams.",False,Block,Normal,,,,,{{omit}},{{omit}},579;100.0566
3_Player_0,3,0,1,5,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},576;48
3_Sofia_1,3,1,5,1,,,Look how good she is. You’re pretty good too. I’ll never be that good! I want to try out for the basketball team but I’m not very good at shooting. Could you help?,False,Block,Normal,,,,,{{omit}},{{omit}},576;96
3_Player_2,3,2,1,5,,"Say, ""I need to work on my own skills so I can make the team too.""",I need to work on my own skills so I can make the team too.,False,Block,Normal,,,,,{{omit}},{{omit}},72;168
3_Player_3,3,3,1,5,,"Say, “You can practice with me before school if you want to.”",You can practice with me before school if you want to.,False,Block,Normal,,,,,{{omit}},{{omit}},288;168
3_Player_4,3,4,1,5,OnTimeout,"Say, “You should practice more.”",You should practice more.,False,Block,Normal,,,,,{{omit}},{{omit}},504;168
3_Player_5,3,5,1,5,,"Say, “I’ll show you some tips the coach showed me while we play.”",I’ll show you some tips the coach showed me while we play.,False,Block,Normal,,,,,{{omit}},{{omit}},720;168
3_Player_6,3,6,1,5,,"Say, “Well, I’m too busy to help you.”","Well, I’m too busy to help you.",False,Block,Normal,,,,,{{omit}},{{omit}},936;168
3_Sofia_7,3,7,5,1,,,Thanks!,False,Block,Normal,,,,,{{omit}},{{omit}},288;218
3_Sofia_8,3,8,5,1,,,Yeah...,False,Block,Normal,,,,,{{omit}},{{omit}},504;218
3_Sofia_9,3,9,5,1,,,Thanks!,False,Block,Normal,,,,,{{omit}},{{omit}},720;218
4_Coach_0,4,0,13,1,START,,,False,Block,Normal,,,None();,,{{omit}},{{omit}},528;24
4_Coach_1,4,1,13,1,,,Hey kids! Go find a locker and put your stuff away.,False,Block,Normal,,,,,,{{omit}},528;96
5_Coach_0,5,0,13,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},528;48
5_Coach_1,5,1,13,1,,,"Alright now that you’ve had time to warm-up, Team #1 will be Sofia, Min, and you. Team #2 will be Leo, Zoe, and Kayla. ",False,Block,Normal,,,,,{{omit}},{{omit}},528;120
6_Coach_0,6,0,13,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},504;72
6_Coach_1,6,1,13,1,,,"Alright, Team #1 will start the game. Here catch!",False,Block,Normal,,,,,{{omit}},{{omit}},504;144
7_Zoe_0,7,0,14,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},504;72
7_Zoe_1,7,1,14,1,,,Wait what are the rules again? I’ve only played basketball once before.,False,Block,Normal,,,,,{{omit}},{{omit}},504;122
7_Player_2,7,2,1,14,OnTimeout,Pretend not to hear.,,False,Block,Normal,,,,,{{omit}},{{omit}},120.9434;192
7_Player_3,7,3,1,14,,Laugh quietly and continue the game.,,False,Block,Normal,,,,,{{omit}},{{omit}},336;192
7_Player_4,7,4,1,14,,"Say, “You try to get the basketball into the other team’s basket. I’ll tell you more as we play.” ",You try to get the basketball into the other team’s basket. I’ll tell you more as we play.,False,Block,Normal,,,,,{{omit}},{{omit}},552;192
7_Player_5,7,5,1,14,,"Say, “Just follow what I do.”",Just follow what I do.,False,Block,Normal,,,,,{{omit}},{{omit}},768;192
7_Zoe_6,7,6,14,1,,,Thanks!,False,Block,Normal,,,,,{{omit}},{{omit}},552;242
8_Sofia_0,8,0,5,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},288;29
8_Sofia_1,8,1,5,1,,,Pass me the ball! I’m open.,False,Block,Normal,,,,,{{omit}},{{omit}},287;82
9_Luis_0,9,0,4,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},315;37
9_Luis_1,9,1,4,1,,,"Man, I know your game has already started, but I wanted to play.",False,Block,Normal,,,,,{{omit}},{{omit}},313;110
9_Player_2,9,2,1,4,OnTimeout,Ignore Luis and continue the game. ,,False,Block,Normal,,,,,{{omit}},{{omit}},23;200
9_Player_3,9,3,1,4,,Shout across the court to Luis “Hey! Want to come play with us?”,Hey! Want to come play with us?,False,Block,Normal,,,,,{{omit}},{{omit}},213;200
9_Player_4,9,4,1,4,,Walk over to Luis and ask them “Do you want to join our game?”,Do you want to join our game?,False,Block,Normal,,,,,{{omit}},{{omit}},406;200
9_Player_5,9,5,1,4,,"Say, “The game has already started.” ",The game has already started.,False,Block,Normal,,,,,{{omit}},{{omit}},585;199
9_Luis_6,9,6,4,1,,,Sure. Thanks.,False,Block,Normal,,,,,{{omit}},{{omit}},213;250
9_Luis_7,9,7,4,1,,,Sure. Thanks.,False,Block,Normal,,,,,{{omit}},{{omit}},406;250
9_Luis_8,9,8,4,1,,,Ugh...,False,Block,Normal,,,,,{{omit}},{{omit}},585;249
10_Aiden_0,10,0,2,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},302;21
10_Aiden_1,10,1,2,1,,,"Oops, that’s our ball.",False,Block,Normal,,,,,{{omit}},{{omit}},299.0566;76
10_Player_2,10,2,1,2,,Pick up the ball and throw it back to them. ,,False,Block,Normal,,,,,{{omit}},{{omit}},30;138
10_Player_3,10,3,1,2,,Stop the ball from rolling further and wait for him to come get the ball. ,,False,Block,Normal,,,,,{{omit}},{{omit}},216;137
10_Player_4,10,4,1,2,OnTimeout,Ignore the ball. Keep shooting your ball. ,,False,Block,Normal,,,,,{{omit}},{{omit}},403;136
10_Player_5,10,5,1,2,,Kick the ball in the opposite direction.,,False,Block,Normal,,,,,{{omit}},{{omit}},582;134
10_Aiden_6,10,6,2,1,,,Pass it here.,False,Block,Normal,,,,,{{omit}},{{omit}},30;188
10_Aiden_7,10,7,2,1,,,Hey!,False,Block,Normal,,,,,{{omit}},{{omit}},582;184
11_Aiden_0,11,0,2,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
11_Aiden_1,11,1,2,1,,,Thanks.,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
12_Dion_0,12,0,7,6,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;20
12_Dion_1,12,1,7,6,,,You did that on purpose!,False,Block,Normal,,,,,{{omit}},{{omit}},30;70
12_Jason_2,12,2,6,7,,,"No, I didn’t!",False,Block,Normal,,,,,{{omit}},{{omit}},30;120
12_Dion_3,12,3,7,6,,,You're a jerk!!,False,Block,Normal,,,,,{{omit}},{{omit}},30;170
13_Player_0,13,0,1,-1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},282;30
13_Player_2,13,2,1,1,OnTimeout,Silently watch them argue but don’t get involved.,,False,Block,Normal,,,,,{{omit}},{{omit}},90;118
13_Player_3,13,3,1,1,,"Say, “Calm down. It was an accident.”",Calm down. It was an accident.,False,Block,Normal,,,,,{{omit}},{{omit}},200;199
13_Player_4,13,4,1,1,,"Say, “Dion should get to throw the ball back to settle the score.”",Dion should get to throw the ball back to settle the score.,False,Block,Normal,,,,,{{omit}},{{omit}},368;147
13_Player_5,13,5,1,1,,Quietly Laugh.,,False,Block,Normal,,,,,{{omit}},{{omit}},560;155
13_Player_6,13,6,1,1,,"Say, ""Coach! They are fighting!”",Coach! They are fighting!,False,Block,Normal,,,,,{{omit}},{{omit}},582.9562;77.98688
14_Dion_0,14,0,7,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},313;23
14_Dion_1,14,1,7,1,,,"Hey! Let’s play a new game called ""let’s hit Jason.""",False,Block,Normal,,,,,{{omit}},{{omit}},307;77
14_Player_3,14,3,1,7,,Say “Eh. I’d rather play something else.”,Eh. I’d rather play something else.,False,Block,Normal,,,,,{{omit}},{{omit}},38;193
14_Player_4,14,4,1,7,,Say “Hey! Stop it.” to Dion.  ,Hey! Stop it.,False,Block,Normal,,,,,{{omit}},{{omit}},254;206
14_Player_5,14,5,1,7,,Say “Sounds like a fun game!” ,Sounds like a fun game!,False,Block,Normal,,,,,{{omit}},{{omit}},448;209
14_Player_6,14,6,1,7,OnTimeout,Stay quiet and see what others say. ,,False,Block,Normal,,,,,{{omit}},{{omit}},631;200
14_Dion_8,14,8,7,1,,,Hmmph...,False,Block,Normal,,,,,{{omit}},{{omit}},58;272
14_Dion_9,14,9,7,1,,,Hmmph...,False,Block,Normal,,,,,{{omit}},{{omit}},278;286
15_Kayla_0,15,0,10,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},315;32
15_Kayla_1,15,1,10,1,,,I just feel like I don't fit in here.,False,Block,Normal,,,,,{{omit}},{{omit}},310;98
15_Player_2,15,2,1,10,,"Say, “You’re not alone. Sometimes I feel the same way.” ",You’re not alone. Sometimes I feel the same way.,False,Block,Normal,,,,,{{omit}},{{omit}},17;201
15_Player_3,15,3,1,10,,Say “Don’t worry. You’re doing fine.”  ,Don’t worry. You’re doing fine.,False,Block,Normal,,,,,{{omit}},{{omit}},212;197
15_Player_4,15,4,1,10,,"Say, “Not my problem.” ",Not my problem.,False,Block,Normal,,,,,{{omit}},{{omit}},398;196
15_Player_5,15,5,1,10,OnTimeout,Walk past her and pretend not to hear. ,,False,Block,Normal,,,,,{{omit}},{{omit}},577;196
15_Kayla_6,15,6,10,1,,,Thanks.,False,Block,Normal,,,,,{{omit}},{{omit}},212;247
15_Kayla_7,15,7,10,1,,,Thanks.,False,Block,Normal,,,,,{{omit}},{{omit}},17;251
16_Leo_0,16,0,9,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},295;32
16_Leo_1,16,1,9,1,,,You are so good at dribbling. How do you do it? I always lose the ball.,False,Block,Normal,,,,,{{omit}},,296;97
16_Player_2,16,2,1,9,,"Say ""How can you not know how to do it?""",How can you not know how to do it?,False,Block,Normal,,,,,{{omit}},{{omit}},23;198
16_Player_3,16,3,1,9,,Say “Let me show you what I do.” ,Let me show you what I do.,False,Block,Normal,,,,,{{omit}},{{omit}},203;198
16_Player_4,16,4,1,9,OnTimeout,Say “I don’t know. I guess I’m just good at it.”,I don’t know. I guess I’m just good at it.,False,Block,Normal,,,,,{{omit}},{{omit}},381;197
16_Player_5,16,5,1,9,,"Say ""I don’t know, let’s get the coach to show you how.""","I don’t know, let’s get the coach to show you how.",False,Block,Normal,,,,,{{omit}},{{omit}},564;196
16_Leo_6,16,6,9,1,,,Okay.,False,Block,Normal,,,,,{{omit}},{{omit}},564;246
16_Leo_7,16,7,9,1,,,Thanks.,False,Block,Normal,,,,,{{omit}},{{omit}},203;248
17_Coach_0,17,0,13,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},30;18
17_Coach_1,17,1,13,1,,,The bus is almost here. Line up outside to get on. We’re running behind so get there as quickly as you can. We wouldn’t want anyone to miss it!,False,Block,Normal,,,,,{{omit}},{{omit}},30;69
18_Aiden_0,18,0,2,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},297;62
18_Aiden_1,18,1,2,1,,,"My mom’s out front, see you guys tomorrow!",False,Block,Normal,,,,,{{omit}},{{omit}},295.9417;121.0291
18_Player_2,18,2,1,2,OnTimeout,Leave it and continue to your bus.,,False,Block,Normal,,,,,{{omit}},{{omit}},18;199
18_Player_3,18,3,1,2,,Pick it up and turn it in at the lost and found tomorrow morning.,,False,Block,Normal,,,,,{{omit}},{{omit}},208;200
18_Player_4,18,4,1,2,,"Pick it up, return it to Aiden, then continue to the bus.",,False,Block,Normal,,,,,{{omit}},{{omit}},397;202
18_Player_5,18,5,1,2,,Pick it up and put it in your pocket to keep for yourself.,,False,Block,Normal,,,,,{{omit}},{{omit}},581;197
18_Player_6,18,6,1,2,,,"Hey, you dropped your gloves!",False,Block,Normal,,,,,{{omit}},{{omit}},397;252
18_Aiden_7,18,7,2,1,,,Thanks!,False,Block,Normal,,,,,{{omit}},{{omit}},397;302
19_Sofia_0,19,0,5,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},322;52
19_Player_1,19,1,1,5,,Shrug and keep playing.,,False,Block,Normal,,,,,{{omit}},{{omit}},38;129
19_Player_2,19,2,1,5,,"Say, “Good try. That was a hard one.” ",Good try. That was a hard one.,False,Block,Normal,,,,,{{omit}},{{omit}},242;130
19_Player_3,19,3,1,5,,"Say, “It’s OK, you’ll make the next basket.”","It’s OK, you’ll make the next basket.",False,Block,Normal,,,,,{{omit}},{{omit}},434;129
19_Player_4,19,4,1,5,,"Say, “Aww man. How could you miss that!”",Aww man. How could you miss that!,False,Block,Normal,,,,,{{omit}},{{omit}},624;129
20_Dion_0,20,0,7,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},290;73.67859
20_Player_1,20,1,1,7,OnTimeout,Ignore and continue to cooking club table.,,False,Block,Normal,,,,,{{omit}},{{omit}},42;153
20_Player_2,20,2,1,7,,Pick up Jason’s  food.,,False,Block,Normal,,,,,{{omit}},{{omit}},237;154
20_Player_3,20,3,1,7,,Laugh quietly.,,False,Block,Normal,,,,,{{omit}},{{omit}},414;153
20_Player_4,20,4,1,7,,Say “Hey! Why you messin’ with him?” to Dion. ,Hey! Why you messin’ with him?,False,Block,Normal,,,,,{{omit}},{{omit}},607;150
20_Dion_5,20,5,7,1,,,Sorry.,False,Block,Normal,,,,,{{omit}},{{omit}},607;205
21_Teacher_0,21,0,12,1,START,,,False,Block,Normal,,,None(),,{{omit}},{{omit}},309;37
